code,is_long_permit,is_short_permit,short_pool_remain,short_fee_rate,alert_long_ratio,alert_short_ratio,im_long_ratio,im_short_ratio,mcm_long_ratio,mcm_short_ratio,mm_long_ratio,mm_short_ratio
US.IKTO,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMRN,False,False,0.0,0.0,100.0,332.89,100.0,332.89,100.0,332.89,100.0,332.89
US.ILPMY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMTE,False,False,0.0,0.0,100.0,420.88,100.0,420.88,100.0,420.88,100.0,420.88
US.INDB,True,True,122500.0,3.0,80.0,167.0,80.0,170.0,80.0,165.0,70.0,155.0
US.INGKY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IJJP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INCY,True,True,1108900.0,3.0,53.0,56.99999999999999,55.00000000000001,60.0,51.7,55.00000000000001,45.0,45.0
US.IKTSY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMOS,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.IMSR,False,False,0.0,0.0,100.0,81.69999999999999,100.0,81.69999999999999,100.0,81.69999999999999,100.0,81.69999999999999
US.IMTH,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMBBY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ILIM,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ILST,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMG,False,False,0.0,0.0,100.0,210.09000000000003,100.0,210.09000000000003,100.0,210.09000000000003,100.0,210.09000000000003
US.INBK,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.INBX,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ILDO,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMTL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMTX,False,False,0.0,0.0,100.0,58.1905,100.0,60.0,100.0,57.415000000000006,100.0,49.66
US.IMAA,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMAHD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IMMX,False,False,0.0,0.0,100.0,94.69999999999999,100.0,94.69999999999999,100.0,94.69999999999999,100.0,94.69999999999999
US.INACR,False,False,0.0,0.0,100.0,1572.33,100.0,1572.33,100.0,1572.33,100.0,1572.33
US.INBKZ,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.INDO,False,False,0.0,0.0,100.0,197.0,100.0,200.0,100.0,195.0,100.0,185.0
US.IMA,False,False,0.0,0.0,100.0,70.33,100.0,70.33,100.0,70.33,100.0,70.33
US.IMUC,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INAC,False,False,0.0,0.0,100.0,58.208000000000006,100.0,60.0,100.0,57.440000000000005,100.0,49.76
US.INCCD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INFY,True,True,28400.0,14.19732,50.0,67.0,50.0,70.0,50.0,65.0,40.0,55.00000000000001
US.IMPUY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPCIQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IOFB,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INPAP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INSP,True,True,101800.0,3.0,78.0,110.00000000000001,80.0,110.00000000000001,76.7,110.00000000000001,70.0,100.0
US.INTJ,False,False,0.0,0.0,100.0,150.0,100.0,150.0,100.0,150.0,100.0,140.0
US.IPAR,True,True,89600.0,3.0,80.0,110.00000000000001,80.0,110.00000000000001,80.0,110.00000000000001,70.0,100.0
US.INKI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INTEQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IOBT,False,False,0.0,0.0,100.0,430.3,100.0,430.3,100.0,430.3,100.0,430.3
US.IOTR,False,False,0.0,0.0,100.0,101.22,100.0,101.22,100.0,101.22,100.0,101.22
US.IPGYY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPICQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INSM,True,True,962800.0,3.0,92.0,206.99999999999997,95.0,210.0,90.0,204.99999999999997,80.0,195.0
US.INTT,False,False,0.0,0.0,100.0,67.39,100.0,67.39,100.0,67.39,100.0,67.39
US.INTI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INTG,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.INUMD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INUV,False,False,0.0,0.0,100.0,101.63,100.0,101.63,100.0,101.63,100.0,101.63
US.INVUP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INVX,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.IPEX,False,False,0.0,0.0,100.0,58.012,100.0,60.0,100.0,57.16,100.0,48.64
US.INQD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INSG,False,True,18400.0,3.0,100.0,217.0,100.0,220.00000000000003,100.0,215.0,100.0,204.99999999999997
US.IPIC,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INLX,False,False,0.0,0.0,100.0,61.73,100.0,61.73,100.0,61.73,100.0,61.73
US.INNI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INNV,False,False,0.0,0.0,100.0,95.06,100.0,95.06,100.0,95.06,100.0,95.06
US.IOTC,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INMD,True,True,401800.0,3.0,62.0,77.0,65.0,80.0,60.0,75.0,50.0,65.0
US.IPEXR,False,False,0.0,0.0,100.0,412.54999999999995,100.0,412.54999999999995,100.0,412.54999999999995,100.0,412.54999999999995
US.INTZ,False,False,0.0,0.0,100.0,215.51999999999998,100.0,215.51999999999998,100.0,215.51999999999998,100.0,215.51999999999998
US.INVZ,False,True,631200.0,3.0,100.0,120.0,100.0,120.0,100.0,120.0,100.0,110.00000000000001
US.INRE,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INSE,False,False,0.0,0.0,100.0,58.7505,100.0,60.0,100.0,58.214999999999996,100.0,52.86
US.IONS,True,True,478800.0,3.0,92.0,148.0,95.0,150.0,90.0,146.70000000000002,80.0,140.0
US.IP,True,True,463400.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.IPEXU,False,False,0.0,0.0,100.0,57.243750000000006,100.0,60.0,100.0,56.06250000000001,100.0,44.25
US.IPHA,False,False,0.0,0.0,100.0,143.68,100.0,143.68,100.0,143.68,100.0,143.68
US.INOD,False,False,0.0,0.0,100.0,90.0,100.0,90.0,100.0,90.0,100.0,80.0
US.INOQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INRX,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.IOMT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INN.PRE,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.INR,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.INRNY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IOSP,True,True,113500.0,3.0,65.0,167.0,65.0,170.0,65.0,165.0,55.00000000000001,155.0
US.INJJF,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INKW,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPB,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.INGR,True,True,306900.0,3.0,56.99999999999999,88.0,60.0,90.0,55.00000000000001,86.7,45.0,80.0
US.INTA,True,True,236300.0,3.0,70.0,100.0,70.0,100.0,70.0,100.0,60.0,90.0
US.INV,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.INVU,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INWK,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.IPGP,True,True,80200.0,3.0,47.0,67.0,50.0,70.0,45.0,65.0,35.0,55.00000000000001
US.INHD,False,False,0.0,0.0,100.0,213.68,100.0,213.68,100.0,213.68,100.0,213.68
US.IONI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IOT,True,True,1253300.0,3.0,87.0,87.0,90.0,90.0,85.0,85.0,75.0,75.0
US.IPEU,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INND,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IOGPQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INST,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.INTS,False,False,0.0,0.0,100.0,666.67,100.0,666.67,100.0,666.67,100.0,666.67
US.INVA,False,False,0.0,0.0,100.0,187.0,100.0,190.0,100.0,185.0,100.0,175.0
US.IONM,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IOVA,True,True,1472600.0,3.0,68.0,140.0,70.0,140.0,66.7,140.0,60.0,130.0
US.INNX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INTC,True,True,27547000.0,3.0,38.0,38.0,40.0,40.0,36.7,36.7,30.0,30.0
US.IPCX,False,False,0.0,0.0,100.0,58.12925,100.0,60.0,100.0,57.3275,100.0,49.309999999999995
US.IPIX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INOH,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INN.PRF,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.INIS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPCXR,False,False,0.0,0.0,100.0,657.9,100.0,657.9,100.0,657.9,100.0,657.9
US.IPDN,False,False,0.0,0.0,100.0,300.0,100.0,300.0,100.0,300.0,100.0,290.0
US.IPI,True,False,0.0,0.0,95.0,127.0,95.0,130.0,95.0,125.0,85.0,114.99999999999999
US.INTR,False,True,501200.0,3.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
US.INM,False,False,0.0,0.0,100.0,227.28000000000003,100.0,227.28000000000003,100.0,227.28000000000003,100.0,227.28000000000003
US.INLB,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INSO,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INVE,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.IOCJY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INNDD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPCXU,False,False,0.0,0.0,100.0,57.8265,100.0,60.0,100.0,56.894999999999996,100.0,47.58
US.INTEU,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INTE,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IONQ,True,True,1183100.0,3.0,80.0,150.0,80.0,150.0,80.0,150.0,70.0,140.0
US.IONR,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.INNTW,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INPOY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INTK,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.INTU,True,True,807400.0,3.0,45.0,38.0,45.0,40.0,45.0,36.7,35.0,30.0
US.INLF,False,False,0.0,0.0,100.0,484.5,100.0,484.5,100.0,484.5,100.0,484.5
US.INTVD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPLDP,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.INO,False,True,275700.0,3.0,100.0,247.00000000000003,100.0,250.0,100.0,245.00000000000003,100.0,235.0
US.INMB,False,False,0.0,0.0,100.0,156.25,100.0,156.25,100.0,156.25,100.0,156.25
US.INKT,False,False,0.0,0.0,100.0,57.22975,100.0,60.0,100.0,56.0425,100.0,44.17
US.INSW,True,False,0.0,0.0,90.0,197.0,90.0,200.0,90.0,195.0,80.0,185.0
US.INQR,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRAAU,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRON,False,True,51300.0,3.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,190.0
US.ITT,True,True,417500.0,3.0,63.0,87.0,65.0,90.0,61.7,85.0,55.00000000000001,75.0
US.IQ,True,True,19265400.0,3.0,57.99999999999999,70.0,60.0,70.0,56.699999999999996,70.0,50.0,60.0
US.ISCO,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITEX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITRN,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.IRD,False,False,0.0,0.0,100.0,128.21,100.0,128.21,100.0,128.21,100.0,128.21
US.IRDM,True,True,532700.0,3.0,67.0,87.0,70.0,90.0,65.0,85.0,55.00000000000001,75.0
US.ISBA,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ISPO,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.IRMD,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ISUZY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITP,False,False,0.0,0.0,100.0,1082.26,100.0,1082.26,100.0,1082.26,100.0,1082.26
US.ITRO,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPSC,False,False,0.0,0.0,100.0,250.26000000000002,100.0,250.26000000000002,100.0,250.26000000000002,100.0,250.26000000000002
US.IRJHY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISPC,False,False,0.0,0.0,100.0,847.46,100.0,847.46,100.0,847.46,100.0,847.46
US.ISSC,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ITHAU,False,False,0.0,0.0,100.0,58.26924999999999,100.0,60.0,100.0,57.527499999999996,100.0,50.11
US.ITRI,True,True,369800.0,3.0,67.0,107.0,70.0,110.00000000000001,65.0,105.0,55.00000000000001,95.0
US.ITW,True,True,423100.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.IPX,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.IRRX.U,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ITVI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRBBY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISWH,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPSEY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRRXU,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRSSY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITCB.RT,False,False,0.0,0.0,100.0,1041.67,100.0,1041.67,100.0,1041.67,100.0,1041.67
US.ITRG,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ITRM,False,False,0.0,0.0,100.0,868.0600000000001,100.0,868.0600000000001,100.0,868.0600000000001,100.0,868.0600000000001
US.IPODU,False,False,0.0,0.0,100.0,57.97875,100.0,60.0,100.0,57.1125,100.0,48.449999999999996
US.IR,True,True,958500.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.IREN,True,True,4218700.0,3.0,80.0,120.0,80.0,120.0,80.0,120.0,70.0,110.00000000000001
US.IPTK,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IQST,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.IRDEY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPST,False,False,0.0,0.0,100.0,156.25,100.0,156.25,100.0,156.25,100.0,156.25
US.IRWD,True,True,697600.0,3.0,90.0,187.0,90.0,190.0,90.0,185.0,80.0,175.0
US.ITMC,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITNS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IQV,True,True,899000.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.IPOOD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITIC,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.IPOD,False,False,0.0,0.0,100.0,58.062749999999994,100.0,60.0,100.0,57.232499999999995,100.0,48.93
US.IRIX,False,False,0.0,0.0,100.0,217.4,100.0,217.4,100.0,217.4,100.0,217.4
US.IRRX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISSDY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPW,False,False,0.0,0.0,100.0,65.97,100.0,65.97,100.0,65.97,100.0,65.97
US.ISNPY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRTC,True,True,116800.0,3.0,78.0,97.0,80.0,100.0,76.7,95.0,70.0,85.0
US.ITAYY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITGR,True,True,200000.0,3.0,67.0,157.0,70.0,160.0,65.0,155.0,55.00000000000001,145.0
US.ISOU,False,False,0.0,0.0,100.0,59.287749999999996,100.0,60.0,100.0,58.9825,100.0,55.93
US.ITUP,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISTR,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ITVPY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IVCB,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISDAY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPXHY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITCFY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IVBT,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPSI,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPSAY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRS,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.ISUNQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITOCY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITRX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITUB,True,True,2731800.0,3.0,65.0,80.0,65.0,80.0,65.0,80.0,55.00000000000001,70.0
US.IROQ,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.IRHOU,False,False,0.0,0.0,100.0,58.2955,100.0,60.0,100.0,57.565,100.0,50.260000000000005
US.ISPR,True,True,1703900.0,3.0,95.0,150.0,95.0,150.0,95.0,150.0,85.0,140.0
US.IVA,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.IRBTQ,False,False,0.0,0.0,100.0,250.0,100.0,250.0,100.0,250.0,100.0,240.0
US.ITOS,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.IT,True,True,327900.0,3.0,47.0,56.99999999999999,50.0,60.0,45.0,55.00000000000001,35.0,45.0
US.ITNF,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITFCY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IVBIY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPWR,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.ITJTY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITOR,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISRG,True,True,1532200.0,3.0,38.0,48.0,40.0,50.0,36.7,46.7,30.0,40.0
US.ITOX,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITFY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITHR,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITEST,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITCTY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRME,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISMAY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ISRLF,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IQEPY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITRE,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IVCAF,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITEXD,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IRPSY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.ITFS,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IPM,False,False,0.0,0.0,100.0,145.35,100.0,145.35,100.0,145.35,100.0,145.35
US.IVDN,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IWAL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JBK,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.JCPNQ,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JFIL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JAMF,True,True,580600.0,3.0,80.0,107.0,80.0,110.00000000000001,80.0,105.0,70.0,95.0
US.JEHLY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JACS,False,False,0.0,0.0,100.0,57.889500000000005,100.0,60.0,100.0,56.985,100.0,47.94
US.JBI,False,False,0.0,0.0,100.0,75.88000000000001,100.0,75.88000000000001,100.0,75.88000000000001,100.0,75.88000000000001
US.JFU,False,False,0.0,0.0,100.0,66.49000000000001,100.0,66.49000000000001,100.0,66.49000000000001,100.0,66.49000000000001
US.JATT.U,False,False,0.0,0.0,100.0,59.223000000000006,100.0,60.0,100.0,58.89,100.0,55.559999999999995
US.JCAP,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.JDLGY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JELD,True,True,447300.0,3.0,95.0,167.0,95.0,170.0,95.0,165.0,85.0,155.0
US.JEWL,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JGCCY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JAPSY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JBAXY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.JBIO,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.JBLU,True,True,3673500.0,3.0,90.0,67.0,90.0,70.0,90.0,65.0,80.0,55.00000000000001
US.JENA.U,False,False,0.0,0.0,100.0,57.8265,100.0,60.0,100.0,56.894999999999996,100.0,47.58
US.JADA,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IVTJY,False,False,0.0,0.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,200.0
US.IZEA,False,False,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
US.JENAU,False,False,0.0,0.0,100.0,56.49999999999999,100.0,60.0,100.0,55.00000000000001,100.0,40.0
US.JACS.RT,False,False,0.0,0.0,100.0,1000.0,100.0,1000.0,100.0,1000.0,100.0,1000.0
